Fielding_Percentage,Scoring,Hit_Batters,Earned_Run_Average,Triples_per_Game,Home_Runs_per_game,Slugging_Percentage,Double_Plays_per_Game,On_Base_Percentage,Stolen_Bases_per_Game,Strikeout-to-Walk_Ratio,Batting_Average,Doubles_per_Game,Shutouts,Team_Strikeouts_Per_Seven_Innings,Conf__ACC,Conf__ASUN,Conf__America East,Conf__Atlantic 10,Conf__Big 12,Conf__Big East,Conf__Big Sky,Conf__Big South,Conf__Big Ten,Conf__Big West,Conf__C-USA,Conf__CAA,Conf__Horizon,Conf__IVY,Conf__Ivy,Conf__MAAC,Conf__MAC,Conf__MEAC,Conf__MVC,Conf__MWC,Conf__NEC,Conf__OVC,Conf__Pac-12,Conf__Patriot,Conf__SEC,Conf__SWAC,Conf__SoCon,Conf__Southland,Conf__Summit,Conf__Sun Belt,Conf__WAC,Conf__WCC
0.947,3.23,22.0,4.25,0.09,0.47,0.353,0.15,0.317,1.15,1.63,0.245,1.17,2.0,6.784000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.95,4.55,47.0,4.78,0.08,0.73,0.423,0.08,0.331,1.47,1.19,0.28,1.41,5.0,6.542,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.95,3.29,27.0,5.89,0.25,0.86,0.409,0.37,0.327,0.65,0.81,0.244,1.12,2.0,6.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.956,3.56,41.0,3.36,0.11,0.14,0.292,0.18,0.332,1.61,1.56,0.24,0.63,10.0,6.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.944,4.63,30.0,4.98,0.23,0.56,0.405,0.23,0.354,1.17,1.29,0.274,1.25,4.0,6.5779999999999985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9570000000000001,4.742,33.4,3.414,0.144,0.85,0.4462,0.44400000000000006,0.3602,0.932,1.9700000000000002,0.2886,1.336,8.6,7.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.944,4.41,51.0,3.69,0.16,0.63,0.395,0.2,0.35,1.0,1.93,0.265,1.31,2.0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,4.06,42.0,5.0,0.17,0.37,0.375,0.44,0.34,1.61,1.05,0.278,1.22,2.0,6.710000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.949,4.48,20.0,5.06,0.21,0.83,0.455,0.33,0.354,0.42,0.99,0.294,1.37,3.0,6.578,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.948,4.8,24.0,3.29,0.21,0.66,0.424,0.25,0.353,1.61,1.98,0.28,1.5,8.0,6.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.96,3.48,14.0,5.59,0.09,0.36,0.319,0.52,0.324,1.16,0.69,0.233,0.91,2.0,6.6579999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.967,4.33,22.0,4.36,0.2,0.49,0.413,0.33,0.355,0.51,1.45,0.292,1.57,3.0,6.578,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.962,3.13,32.0,4.23,0.15,0.35,0.335,0.27,0.32,0.62,1.2,0.249,0.85,3.0,6.644,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957,6.33,24.0,4.34,0.1,1.12,0.503,0.27,0.399,0.77,1.08,0.32,1.63,6.0,6.624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961,4.14,30.0,3.12,0.09,0.32,0.353,0.27,0.34,1.18,1.76,0.266,1.16,6.0,6.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.952,3.17,20.0,2.88,0.1,0.23,0.308,0.35,0.32,0.63,2.82,0.242,0.83,7.0,7.324000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.959,4.72,18.0,3.15,0.15,0.56,0.448,0.21,0.387,1.1,1.41,0.321,1.49,7.0,6.698,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.959,3.18,42.0,4.56,0.12,0.61,0.342,0.27,0.328,1.55,1.3,0.23,0.96,1.0,6.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961,3.3,29.0,5.37,0.11,0.47,0.325,0.38,0.305,0.53,1.06,0.219,0.96,6.0,6.656000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957,3.74,46.0,4.64,0.13,0.74,0.379,0.47,0.319,0.26,0.89,0.237,1.13,2.0,6.575999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.959,5.49,22.0,3.37,0.21,0.6,0.431,0.23,0.395,1.43,1.42,0.304,1.17,5.0,6.668000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.945,3.73,23.0,3.68,0.27,0.5,0.39,0.1,0.335,0.81,1.66,0.267,1.12,7.0,6.5920000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.951,4.43,26.0,4.15,0.3,0.61,0.431,0.25,0.357,0.27,2.23,0.285,1.54,2.0,6.476000000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.945,3.02,37.0,4.24,0.12,0.39,0.344,0.33,0.318,0.51,1.25,0.244,1.04,6.0,6.901999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.963,4.0,14.0,3.21,0.16,0.34,0.376,0.26,0.355,0.86,1.45,0.29,0.98,7.0,6.634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.945,4.3,23.0,5.55,0.09,0.83,0.443,0.59,0.357,0.67,0.89,0.286,1.46,2.0,6.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.946,3.85,59.0,4.61,0.09,0.6,0.384,0.25,0.326,1.0,0.94,0.26,1.35,4.0,6.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.958,3.29,18.0,3.52,0.06,0.46,0.348,0.33,0.32,1.13,1.91,0.252,1.06,4.0,6.878,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.955,3.55,39.0,6.7,0.1,0.51,0.367,0.08,0.334,1.1,0.88,0.248,1.16,1.0,6.566000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957,3.79,33.0,4.07,0.21,0.36,0.349,0.41,0.329,0.66,1.23,0.25,1.16,4.8,6.655999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.946,3.05,22.0,4.25,0.14,0.31,0.328,0.4,0.325,0.83,1.09,0.249,0.83,2.0,7.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.949,2.63,20.0,5.39,0.06,0.33,0.302,0.26,0.31,0.57,0.72,0.223,0.91,1.0,6.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.947,3.86,29.0,4.54,0.18,0.55,0.388,0.52,0.348,1.23,0.89,0.263,1.25,1.0,6.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.957,3.89,51.0,3.21,0.07,0.58,0.405,0.16,0.343,0.49,1.61,0.275,1.64,5.0,6.901999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.965,3.45,28.0,3.97,0.06,0.4,0.361,0.26,0.34,0.51,1.35,0.265,1.15,6.0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.952,4.45,33.0,5.48,0.35,0.65,0.423,0.28,0.347,1.35,0.89,0.285,1.03,3.0,6.541999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957,2.91,34.0,3.35,0.09,0.56,0.342,0.17,0.32,0.37,2.38,0.236,0.94,9.0,6.846000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.96,3.21,21.0,5.7,0.15,0.32,0.327,0.32,0.311,0.6,1.56,0.234,1.06,2.0,6.566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,3.31,30.0,3.66,0.11,0.25,0.326,0.42,0.322,0.71,1.48,0.253,1.04,5.0,6.784000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.937,4.21,32.0,4.27,0.38,0.23,0.364,0.42,0.336,2.35,1.49,0.261,1.02,4.0,6.426,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.951,2.31,29.0,4.76,0.1,0.14,0.277,0.27,0.301,0.69,1.09,0.223,0.73,5.0,6.902000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.959,2.62,44.0,4.45,0.19,0.06,0.305,0.23,0.309,0.33,1.23,0.257,0.73,1.0,6.796000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.941,5.06,34.0,3.65,0.24,0.43,0.42,0.24,0.37,1.27,0.9,0.303,1.41,3.0,6.5920000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.947,3.37,22.0,2.61,0.07,0.35,0.336,0.24,0.316,0.24,3.1,0.247,1.24,7.0,7.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961,3.39,34.0,4.56,0.08,0.31,0.358,0.33,0.357,0.37,2.02,0.266,1.18,2.0,6.656000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.96,3.58,35.0,5.06,0.16,0.14,0.351,0.44,0.355,0.96,0.5,0.269,1.34,1.0,6.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0.964,2.93,26.0,4.03,0.2,0.27,0.303,0.09,0.314,1.51,1.52,0.223,0.82,3.0,6.784000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.951,5.09,20.0,3.51,0.17,0.69,0.443,0.39,0.366,1.09,1.44,0.3,1.5,4.0,6.5920000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.96,3.68,16.0,5.29,0.1,0.22,0.349,0.15,0.351,1.17,1.19,0.275,0.93,7.0,6.6579999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.97,4.38,18.0,4.14,0.18,0.46,0.391,0.44,0.377,0.72,1.47,0.273,1.44,5.0,6.476000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.944,4.44,18.0,2.67,0.09,0.58,0.386,0.42,0.345,2.0,2.07,0.27,1.2,8.0,7.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.937,4.15,34.0,4.02,0.11,0.27,0.35,0.18,0.347,1.18,1.75,0.264,1.25,2.0,6.688,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.966,3.65,12.0,5.43,0.25,0.39,0.347,0.16,0.304,0.57,0.93,0.247,0.9,3.0,6.656000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.939,2.12,39.0,6.01,0.14,0.22,0.295,0.53,0.289,0.96,0.83,0.223,0.82,2.0,6.662000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.954,4.04,17.0,5.73,0.09,0.52,0.364,0.25,0.338,0.5,1.02,0.257,1.11,4.0,6.678,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.949,2.71,22.0,4.5,0.04,0.27,0.314,0.49,0.32,0.65,0.51,0.24,1.0,2.8,6.796000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.948,3.1,18.0,4.35,0.22,0.51,0.353,0.29,0.298,0.56,1.5,0.231,1.22,1.0,6.742,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961,3.79,27.0,3.76,0.28,0.33,0.375,0.35,0.342,0.88,1.83,0.281,0.98,3.0,6.731999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.954,4.71,18.0,5.38,0.24,0.43,0.402,0.22,0.369,0.71,1.48,0.292,1.37,2.0,6.578,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.955,3.34,63.0,4.65,0.28,0.3,0.329,0.7,0.306,0.72,0.86,0.247,0.68,2.0,6.656000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.947,3.78,29.0,4.67,0.16,0.4,0.364,0.24,0.324,1.89,0.98,0.263,1.13,2.0,6.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.944,3.81,19.0,4.97,0.09,0.79,0.394,0.26,0.351,0.86,1.47,0.241,1.37,4.2,6.655999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.953,3.35,20.0,3.57,0.07,0.72,0.398,0.2,0.341,0.8,1.77,0.26,1.26,8.0,6.824000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.95,4.17,40.0,5.94,0.04,0.61,0.397,0.26,0.329,2.48,1.27,0.271,1.24,5.0,6.720000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.949,3.18,25.0,5.01,0.06,0.57,0.353,0.31,0.295,0.41,1.05,0.24,1.06,2.0,6.656000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.954,4.38,24.0,3.63,0.12,0.52,0.389,0.17,0.341,0.83,1.25,0.272,1.38,5.0,6.476000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.956,2.44,32.0,5.84,0.1,0.42,0.284,0.08,0.284,0.35,0.79,0.206,0.5,3.0,6.662000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0.952,3.26,40.0,5.56,0.06,0.28,0.321,0.21,0.318,1.42,0.58,0.253,0.79,2.4,6.467999999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,4.04,37.0,4.12,0.12,0.43,0.354,0.22,0.329,1.88,1.58,0.263,0.8,6.0,6.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.95,3.2,32.0,4.07,0.04,0.44,0.338,0.18,0.317,0.36,1.74,0.236,1.18,3.0,6.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.961,4.73,27.0,4.49,0.12,0.71,0.412,0.27,0.349,1.2,1.06,0.273,1.51,2.0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.953,4.27,20.0,6.37,0.07,0.36,0.359,0.39,0.347,0.86,1.21,0.279,0.84,2.0,6.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.933,4.45,28.0,3.98,0.24,0.18,0.369,0.18,0.37,1.03,1.58,0.279,1.32,3.0,6.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.961,2.61,28.0,3.31,0.31,0.14,0.285,0.08,0.274,0.35,3.47,0.21,0.92,4.0,6.902000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.957,3.31,15.0,4.67,0.16,0.47,0.351,0.2,0.302,0.37,1.27,0.235,1.37,3.0,6.656000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.955,2.53,35.0,6.8,0.02,0.4,0.311,0.43,0.292,0.4,0.61,0.215,1.11,2.2,6.566000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.941,5.04,17.0,4.72,0.22,0.37,0.385,0.35,0.36,1.59,1.05,0.276,1.17,7.0,6.8340000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.943,3.51,16.0,4.13,0.07,0.51,0.335,0.29,0.307,0.56,1.16,0.24,0.85,1.0,6.742,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.946,3.1,23.0,5.65,0.13,0.31,0.326,0.28,0.306,0.46,0.53,0.239,1.05,1.0,6.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.959,3.3,22.0,3.86,0.12,0.22,0.31,0.26,0.321,0.78,0.88,0.229,1.16,8.0,6.784000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.958,2.24,36.0,5.0,0.1,0.14,0.274,0.47,0.273,0.43,1.11,0.208,1.0,4.4,6.796000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.928,3.0,25.0,5.55,0.23,0.15,0.272,0.17,0.32,1.04,1.23,0.206,0.64,2.6,6.6579999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.968,3.13,25.0,3.98,0.13,0.41,0.335,0.26,0.309,0.85,1.18,0.227,1.26,2.0,6.784000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.948,4.65,27.0,5.51,0.19,0.33,0.399,0.25,0.352,1.6,1.25,0.289,1.6,3.0,6.831999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.969,2.45,43.0,4.06,0.1,0.14,0.272,0.18,0.278,0.47,1.72,0.214,0.84,3.0,6.802000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.938,3.49,39.0,4.57,0.07,0.67,0.368,0.36,0.306,0.47,1.49,0.241,1.16,1.0,6.656000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.932,2.31,38.0,9.82,0.11,0.4,0.293,0.11,0.279,1.02,0.56,0.197,0.71,1.0,6.566000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.951,3.3,24.0,7.69,0.04,0.67,0.397,0.33,0.327,0.22,0.69,0.255,1.39,1.6,6.566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.921,2.98,21.0,5.32,0.096,0.18,0.302,0.3,0.314,0.6,1.36,0.242,0.95,4.0,6.656000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.951,3.38,20.0,5.51,0.24,0.14,0.324,0.38,0.302,0.95,0.87,0.253,0.9,2.0,6.6579999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.957,2.3,28.0,6.22,0.074,0.3,0.294,0.28,0.293,0.22,1.01,0.219,0.98,2.0,6.662000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.948,3.95,32.0,6.78,0.13,0.55,0.393,0.5,0.336,0.6,0.49,0.275,1.25,2.4,6.566,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.941,2.37,16.0,6.23,0.07,0.17,0.28,0.34,0.299,0.41,1.03,0.214,0.88,3.2,6.662000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.94,3.56,16.0,4.53,0.08,0.42,0.335,0.08,0.34,1.5,0.81,0.248,0.81,1.0,6.6579999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.942,3.0,29.0,6.63,0.16,0.31,0.332,0.24,0.316,1.22,0.99,0.24,1.04,3.4,6.566000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.946,5.08,17.0,5.98,0.13,0.59,0.395,0.23,0.367,2.28,0.52,0.266,1.13,1.0,6.8340000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.908,2.13,14.0,6.71,0.24,0.13,0.264,0.16,0.262,0.5,1.23,0.193,0.76,1.0,6.662000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.925,2.85,27.0,7.47,0.03,0.15,0.305,0.28,0.318,1.05,0.76,0.231,1.18,1.0,6.566000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.93,2.54,14.0,3.64,0.06,0.09,0.269,0.11,0.31,1.37,1.64,0.23,0.6,1.0,6.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.941,2.34,41.0,6.44,0.07,0.36,0.286,0.14,0.266,0.73,0.98,0.197,0.93,1.0,6.662000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.93,1.39,21.0,10.98,0.03,0.06,0.242,0.22,0.266,0.42,0.19,0.203,0.58,1.8,6.566000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
